Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english
doomNoteMAP06,items,Item,,,,MAP06 Teleporter ([42C234]Easy[-])
doomNoteMAP06Desc,items,Item,,,,A teleporter pad that takes you into MAP06: The Crusher.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map06_name,quests,Quest,,,,MAP06: The Crusher
doom_map06_subtitle,quests,Quest,,,,MAP06: The Crusher
doom_map06_desc,quests,Quest,,,,Find a way into MAP06 and clear it out.
doom_map06_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP07,items,Item,,,,MAP07 Teleporter ([42C234]Easy[-])
doomNoteMAP07Desc,items,Item,,,,A teleporter pad that takes you into MAP07: Dead Simple.
doom_map07_name,quests,Quest,,,,MAP07: Dead Simple
doom_map07_subtitle,quests,Quest,,,,MAP07: Dead Simple
doom_map07_desc,quests,Quest,,,,Find a way into MAP07 and clear it out.
doom_map07_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP08,items,Item,,,,MAP08 Teleporter ([42C234]Easy[-])
doomNoteMAP08Desc,items,Item,,,,A teleporter pad that takes you into MAP08: Tricks and Traps.\n\n[FF4F00]Warning:\nHas a lot of tough demons[-].\n[FF4F00]Has inescapable pit of death[-].
doom_map08_name,quests,Quest,,,,MAP08: Tricks and Traps
doom_map08_subtitle,quests,Quest,,,,MAP08: Tricks and Traps
doom_map08_desc,quests,Quest,,,,Find a way into MAP08 and clear it out.
doom_map08_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP09,items,Item,,,,MAP09 Teleporter([42C234]Easy[-])
doomNoteMAP09Desc,items,Item,,,,A teleporter pad that takes you into MAP09: The Pit.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map09_name,quests,Quest,,,,MAP09: The Pit
doom_map09_subtitle,quests,Quest,,,,MAP09: The Pit
doom_map09_desc,quests,Quest,,,,Find a way into MAP09 and clear it out.
doom_map09_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP10,items,Item,,,,MAP10 Teleporter ([42C234]Easy[-])
doomNoteMAP10Desc,items,Item,,,,A teleporter pad that takes you into MAP10: Refueling Base.
doom_map10_name,quests,Quest,,,,MAP10: Refueling Base
doom_map10_subtitle,quests,Quest,,,,MAP10: Refueling Base
doom_map10_desc,quests,Quest,,,,Find a way into MAP10 and clear it out.
doom_map10_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP11,items,Item,,,,MAP11 Teleporter ([42C234]Easy[-])
doomNoteMAP11Desc,items,Item,,,,A teleporter pad that takes you into MAP11: Circle of Death.
doom_map11_name,quests,Quest,,,,MAP11: Circle of Death
doom_map11_subtitle,quests,Quest,,,,MAP11: Circle of Death
doom_map11_desc,quests,Quest,,,,Find a way into MAP11 and clear it out.
doom_map11_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP12,items,Item,,,,MAP12 Teleporter ([42C234]Easy[-])
doomNoteMAP12Desc,items,Item,,,,A teleporter pad that takes you into MAP12: The Factory.
doom_map12_name,quests,Quest,,,,MAP12: The Factory
doom_map12_subtitle,quests,Quest,,,,MAP12: The Factory
doom_map12_desc,quests,Quest,,,,Find a way into MAP12 and clear it out.
doom_map12_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP13,items,Item,,,,MAP13 Teleporter ([42C234]Easy[-])
doomNoteMAP13Desc,items,Item,,,,A teleporter pad that takes you into MAP13: Downtown.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map13_name,quests,Quest,,,,MAP13: Downtown
doom_map13_subtitle,quests,Quest,,,,MAP13: Downtown
doom_map13_desc,quests,Quest,,,,Find a way into MAP13 and clear it out.
doom_map13_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP14,items,Item,,,,MAP14 Teleporter ([42C234]Easy[-])
doomNoteMAP14Desc,items,Item,,,,A teleporter pad that takes you into MAP14: The Inmost Dens.
doom_map14_name,quests,Quest,,,,MAP14: The Inmost Dens
doom_map14_subtitle,quests,Quest,,,,MAP14: The Inmost Dens
doom_map14_desc,quests,Quest,,,,Find a way into MAP14 and clear it out.
doom_map14_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP15,items,Item,,,,MAP15 Teleporter ([42C234]Easy[-])
doomNoteMAP15Desc,items,Item,,,,A teleporter pad that takes you into MAP15: Industrial Zone.
doom_map15_name,quests,Quest,,,,MAP15: Industrial Zone
doom_map15_subtitle,quests,Quest,,,,MAP15: Industrial Zone
doom_map15_desc,quests,Quest,,,,Find a way into MAP15 and clear it out.
doom_map15_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP16,items,Item,,,,MAP16 Teleporter ([42C234]Easy[-])
doomNoteMAP16Desc,items,Item,,,,A teleporter pad that takes you into MAP16: Suburbs.
doom_map16_name,quests,Quest,,,,MAP16: Suburbs
doom_map16_subtitle,quests,Quest,,,,MAP16: Suburbs
doom_map16_desc,quests,Quest,,,,Find a way into MAP16 and clear it out.
doom_map16_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP17,items,Item,,,,MAP17 Teleporter ([42C234]Easy[-])
doomNoteMAP17Desc,items,Item,,,,A teleporter pad that takes you into MAP17: Tenements.
doom_map17_name,quests,Quest,,,,MAP17: Tenements
doom_map17_subtitle,quests,Quest,,,,MAP17: Tenements
doom_map17_desc,quests,Quest,,,,Find a way into MAP17 and clear it out.
doom_map17_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP18,items,Item,,,,MAP18 Teleporter ([42C234]Easy[-])
doomNoteMAP18Desc,items,Item,,,,A teleporter pad that takes you into MAP18: The Courtyard.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map18_name,quests,Quest,,,,MAP18: The Courtyard
doom_map18_subtitle,quests,Quest,,,,MAP18: The Courtyard
doom_map18_desc,quests,Quest,,,,Find a way into MAP18 and clear it out.
doom_map18_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP19,items,Item,,,,MAP19 Teleporter ([42C234]Easy[-])
doomNoteMAP19Desc,items,Item,,,,A teleporter pad that takes you into MAP19: The Citadel.\n\n[FF4F00]Warning:\nHas inescapable pit of death\nVague shootable wall.\nHot Start.[-]
doom_map19_name,quests,Quest,,,,MAP19: The Citadel
doom_map19_subtitle,quests,Quest,,,,MAP19: The Citadel
doom_map19_desc,quests,Quest,,,,Find a way into MAP19 and clear it out.
doom_map19_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP20,items,Item,,,,MAP20 Teleporter ([42C234]Easy[-])
doomNoteMAP20Desc,items,Item,,,,A teleporter pad that takes you into MAP20: Gotcha!
doom_map20_name,quests,Quest,,,,MAP20: Gotcha!
doom_map20_subtitle,quests,Quest,,,,MAP20: Gotcha!
doom_map20_desc,quests,Quest,,,,Find a way into MAP20 and clear it out.
doom_map20_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP21,items,Item,,,,MAP21 Teleporter ([42C234]Easy[-])
doomNoteMAP21Desc,items,Item,,,,A teleporter pad that takes you into MAP21: Nirvana.
doom_map21_name,quests,Quest,,,,MAP21: Nirvana
doom_map21_subtitle,quests,Quest,,,,MAP21: Nirvana
doom_map21_desc,quests,Quest,,,,Find a way into MAP21 and clear it out.
doom_map21_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP22,items,Item,,,,MAP22 Teleporter ([42C234]Easy[-])
doomNoteMAP22Desc,items,Item,,,,A teleporter pad that takes you into MAP22: The Catacombs.
doom_map22_name,quests,Quest,,,,MAP22: The Catacombs
doom_map22_subtitle,quests,Quest,,,,MAP22: The Catacombs
doom_map22_desc,quests,Quest,,,,Find a way into MAP22 and clear it out.
doom_map22_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP23,items,Item,,,,MAP23 Teleporter ([42C234]Easy[-])
doomNoteMAP23Desc,items,Item,,,,A teleporter pad that takes you into MAP23: Barrels o' Fun.
doom_map23_name,quests,Quest,,,,MAP23: Barrels o' Fun
doom_map23_subtitle,quests,Quest,,,,MAP23: Barrels o' Fun
doom_map23_desc,quests,Quest,,,,Find a way into MAP23 and clear it out.
doom_map23_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP24,items,Item,,,,MAP24 Teleporter ([42C234]Easy[-])
doomNoteMAP24Desc,items,Item,,,,A teleporter pad that takes you into MAP24: The Chasm.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map24_name,quests,Quest,,,,MAP24: The Chasm
doom_map24_subtitle,quests,Quest,,,,MAP24: The Chasm
doom_map24_desc,quests,Quest,,,,Find a way into MAP24 and clear it out.
doom_map24_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP25,items,Item,,,,MAP25 Teleporter ([42C234]Easy[-])
doomNoteMAP25Desc,items,Item,,,,A teleporter pad that takes you into MAP25: Bloodfalls.
doom_map25_name,quests,Quest,,,,MAP25: Bloodfalls
doom_map25_subtitle,quests,Quest,,,,MAP25: Bloodfalls
doom_map25_desc,quests,Quest,,,,Find a way into MAP25 and clear it out.
doom_map25_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP26,items,Item,,,,MAP26 Teleporter ([42C234]Easy[-])
doomNoteMAP26Desc,items,Item,,,,A teleporter pad that takes you into MAP26: The Abandoned Mines.
doom_map26_name,quests,Quest,,,,MAP26: The Abandoned Mines
doom_map26_subtitle,quests,Quest,,,,MAP26: The Abandoned Mines
doom_map26_desc,quests,Quest,,,,Find a way into MAP26 and clear it out.
doom_map26_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP27,items,Item,,,,MAP27 Teleporter ([42C234]Easy[-])
doomNoteMAP27Desc,items,Item,,,,A teleporter pad that takes you into MAP27: Monster Condo.
doom_map27_name,quests,Quest,,,,MAP27: Monster Condo
doom_map27_subtitle,quests,Quest,,,,MAP27: Monster Condo
doom_map27_desc,quests,Quest,,,,Find a way into MAP27 and clear it out.
doom_map27_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP28,items,Item,,,,MAP28 Teleporter ([42C234]Easy[-])
doomNoteMAP28Desc,items,Item,,,,A teleporter pad that takes you into MAP28: The Spirit World.
doom_map28_name,quests,Quest,,,,MAP28: The Spirit World
doom_map28_subtitle,quests,Quest,,,,MAP28: The Spirit World
doom_map28_desc,quests,Quest,,,,Find a way into MAP28 and clear it out.
doom_map28_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP29,items,Item,,,,MAP29 Teleporter ([42C234]Easy[-])
doomNoteMAP29Desc,items,Item,,,,A teleporter pad that takes you into MAP29: The Living End.\n\n[FF4F00]Warning:\nHas inescapable pit of death[-].
doom_map29_name,quests,Quest,,,,MAP29: The Living End\n\nWarning:\nHas inescapable pit of death.
doom_map29_subtitle,quests,Quest,,,,MAP29: The Living End
doom_map29_desc,quests,Quest,,,,Find a way into MAP29 and clear it out.
doom_map29_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP30,items,Item,,,,MAP30 Teleporter ([42C234]Easy[-])
doomNoteMAP30Desc,items,Item,,,,A teleporter pad that takes you into MAP30: Icon of Sin.\n\n[FF4F00]Warning:\nRequires the Rocket Launcher.\nYou'll die if you run out of rockets.[-]
doom_map30_name,quests,Quest,,,,MAP30: Icon of Sin
doom_map30_subtitle,quests,Quest,,,,MAP30: Icon of Sin
doom_map30_desc,quests,Quest,,,,Find a way into MAP30: Icon of Sin, and clear it out.
doom_map30_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP31,items,Item,,,,MAP31 Teleporter ([42C234]Easy[-])
doomNoteMAP31Desc,items,Item,,,,A teleporter pad that takes you into MAP31: Wolfenstein.\n\n[FF4F00]Warning:\nHas sensitive images of 1930's Germany[-].
doom_map31_name,quests,Quest,,,,MAP31: Wolfenstein
doom_map31_subtitle,quests,Quest,,,,MAP31: Wolfenstein
doom_map31_desc,quests,Quest,,,,Find a way into MAP31: Wolfenstein, and clear it out.
doom_map31_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"
doomNoteMAP32,items,Item,,,,MAP32 Teleporter ([42C234]Easy[-])
doomNoteMAP32Desc,items,Item,,,,A teleporter pad that takes you into MAP32: Grosse.\n\n[FF4F00]Warning:\nHas sensitive images of 1930's Germany[-].
doom_map32_name,quests,Quest,,,,MAP32: Grosse
doom_map32_subtitle,quests,Quest,,,,MAP32: Grosse
doom_map32_desc,quests,Quest,,,,Find a way into MAP32: Grosse, and clear it out.
doom_map32_offer,quests,Quest,,,,"You're about to embark on a dangerous mission.\n\nMake sure you have enough food, drink and supplies for your trip, as there's only two ways back, finding the exit, or dying.\n\n[42C234]It is recommended to have at least 2 rows of empty inventory.[-]"



<!--
<block name="doomBossBrain_f4">
      <property name="Class" value="DoomLevels.BossBrain, DoomLevels" />
      <property name="Shape" value="ModelEntity" />
      <property name="Model" value="#@modfolder:Resources/doommodels.bundle?deco_bossbrain" />
      <property name="ModelOffset" value="0,-0.63333,0" />
      <property name="Material" value="Mdoombrain" />
      <property name="MaxDamage" value="3" />
      <property name="Collide" value="sight,movement,melee,bullet,arrow,rocket" />
      <property name="OnlySimpleRotations" value="true" />
      <property name="CreativeMode" value="None" />
      <property name="Tags" value="doombossbrain" />
      <property name="DecorationScale" value="1" />
      <drop event="Destroy" count="0" />
      <drop event="Harvest" count="0" />
      <drop event="Fall" count="0" />
    </block>
	-->
