Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english
doom_map21_desc,quests,Quest,,,,Find a way into MAP21 and clear it out.
doom_map21_offer,quests,Quest,,,,Accept to enter MAP21.
doomNoteMAP22,items,Item,,,,MAP22 Teleporter ([42C234]Easy[-])
doomNoteMAP22Desc,items,Item,,,,A teleporter pad that takes you into MAP22: The Catacombs.
doom_map22_name,quests,Quest,,,,MAP22: The Catacombs
doom_map22_subtitle,quests,Quest,,,,MAP22: The Catacombs
doom_map22_desc,quests,Quest,,,,Find a way into MAP22 and clear it out.
doom_map22_offer,quests,Quest,,,,Accept to enter MAP22.
doomNoteMAP23,items,Item,,,,MAP23 Teleporter ([42C234]Easy[-])
doomNoteMAP23Desc,items,Item,,,,A teleporter pad that takes you into MAP23: Barrels o' Fun.
doom_map23_name,quests,Quest,,,,MAP23: Barrels o' Fun
doom_map23_subtitle,quests,Quest,,,,MAP23: Barrels o' Fun
doom_map23_desc,quests,Quest,,,,Find a way into MAP23 and clear it out.
doom_map23_offer,quests,Quest,,,,Accept to enter MAP23.
doomNoteMAP24,items,Item,,,,MAP24 Teleporter ([42C234]Easy[-])
doomNoteMAP24Desc,items,Item,,,,A teleporter pad that takes you into MAP24: The Chasm.
doom_map24_name,quests,Quest,,,,MAP24: The Chasm
doom_map24_subtitle,quests,Quest,,,,MAP24: The Chasm
doom_map24_desc,quests,Quest,,,,Find a way into MAP24 and clear it out.
doom_map24_offer,quests,Quest,,,,Accept to enter MAP24.
doomNoteMAP25,items,Item,,,,MAP25 Teleporter ([42C234]Easy[-])
doomNoteMAP25Desc,items,Item,,,,A teleporter pad that takes you into MAP25: Bloodfalls.
doom_map25_name,quests,Quest,,,,MAP25: Bloodfalls
doom_map25_subtitle,quests,Quest,,,,MAP25: Bloodfalls
doom_map25_desc,quests,Quest,,,,Find a way into MAP25 and clear it out.
doom_map25_offer,quests,Quest,,,,Accept to enter MAP25.
doomNoteMAP26,items,Item,,,,MAP26 Teleporter ([42C234]Easy[-])
doomNoteMAP26Desc,items,Item,,,,A teleporter pad that takes you into MAP26: The Abandoned Mines.
doom_map26_name,quests,Quest,,,,MAP26: The Abandoned Mines
doom_map26_subtitle,quests,Quest,,,,MAP26: The Abandoned Mines
doom_map26_desc,quests,Quest,,,,Find a way into MAP26 and clear it out.
doom_map26_offer,quests,Quest,,,,Accept to enter MAP26.
doomNoteMAP27,items,Item,,,,MAP27 Teleporter ([42C234]Easy[-])
doomNoteMAP27Desc,items,Item,,,,A teleporter pad that takes you into MAP27: Monster Condo.
doom_map27_name,quests,Quest,,,,MAP27: Monster Condo
doom_map27_subtitle,quests,Quest,,,,MAP27: Monster Condo
doom_map27_desc,quests,Quest,,,,Find a way into MAP27 and clear it out.
doom_map27_offer,quests,Quest,,,,Accept to enter MAP27.
doomNoteMAP28,items,Item,,,,MAP28 Teleporter ([42C234]Easy[-])
doomNoteMAP28Desc,items,Item,,,,A teleporter pad that takes you into MAP28: The Spirit World.
doom_map28_name,quests,Quest,,,,MAP28: The Spirit World
doom_map28_subtitle,quests,Quest,,,,MAP28: The Spirit World
doom_map28_desc,quests,Quest,,,,Find a way into MAP28 and clear it out.
doom_map28_offer,quests,Quest,,,,Accept to enter MAP28.
doomNoteMAP29,items,Item,,,,MAP29 Teleporter ([42C234]Easy[-])
doomNoteMAP29Desc,items,Item,,,,A teleporter pad that takes you into MAP29: The Living End.
doom_map29_name,quests,Quest,,,,MAP29: The Living End
doom_map29_subtitle,quests,Quest,,,,MAP29: The Living End
doom_map29_desc,quests,Quest,,,,Find a way into MAP29 and clear it out.
doom_map29_offer,quests,Quest,,,,Accept to enter MAP29.
doomNoteMAP30,items,Item,,,,MAP30 Teleporter ([42C234]Easy[-])
doomNoteMAP30Desc,items,Item,,,,A teleporter pad that takes you into MAP30: Icon of Sin.
doom_map30_name,quests,Quest,,,,MAP30: Icon of Sin
doom_map30_subtitle,quests,Quest,,,,MAP30: Icon of Sin
doom_map30_desc,quests,Quest,,,,Find a way into MAP30: Icon of Sin
doom_map30_offer,quests,Quest,,,,Accept to enter MAP30: Icon of Sin.
doomNoteMAP31,items,Item,,,,MAP31 Teleporter ([42C234]Easy[-])
doomNoteMAP31Desc,items,Item,,,,A teleporter pad that takes you into MAP31: Wolfenstein.
doom_map31_name,quests,Quest,,,,MAP31: Wolfenstein
doom_map31_subtitle,quests,Quest,,,,MAP31: Wolfenstein
doom_map31_desc,quests,Quest,,,,Find a way into MAP31: Wolfenstein
doom_map31_offer,quests,Quest,,,,Accept to enter MAP31: Wolfenstein.
doomNoteMAP32,items,Item,,,,MAP32 Teleporter ([42C234]Easy[-])
doomNoteMAP32Desc,items,Item,,,,A teleporter pad that takes you into MAP32: Grosse.
doom_map32_name,quests,Quest,,,,MAP32: Grosse
doom_map32_subtitle,quests,Quest,,,,MAP32: Grosse
doom_map32_desc,quests,Quest,,,,Find a way into MAP32: Grosse
doom_map32_offer,quests,Quest,,,,Accept to enter MAP32: Grosse.
